MainTitle,Type,Genre,Weighted_Score,Themes,Summary
Maple Town Stories,TV,['slice of life'],6.0398,No Theme Found,"Maple Town Stories is about friendship, adventure and the troubles the children (Patty Rabbit, Bobby Bear and Fanny Fox) who are the main characters of the show, fall into. Wild Wolfe is a homeless thief who lives in the forest and usually steals from the town and does other mischief, but the kids are always there to stop him and set things right slowly making him understand the wrongs of his ways."
New Maple Town Stories,TV,['slice of life'],6.527,No Theme Found,No summary found
Wakakusa Monogatari Yori Wakakusa no Yon Shimai,TV,['drama'],4.2945,['historical'],No summary found
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen,movie,"['adventure', 'comedy']",4.9478,No Theme Found,"When Princess Peach is kidnapped by the monster King Koopa, Mario and his brother Luigi journey to the Mushroom Kingdom to rescue her."
Mobile Suit Zeta Gundam,TV,"['action', 'drama', 'science fiction']",8.0866,"['mecha', 'military', 'real robot', 'Space', 'Space Navy', 'War']","The year is Universal Century 0087. Seven years have passed since the end of the One Year War. In its zeal to stamp out any remaining opposition, the Earth Federation has organized the Titans, an elite fighting force. However, the Titans soon get out of hand, committing atrocities on par with the worst the Principality of Zeon had to offer during the war. In response, dissatisified citizens, former Zeon soldiers, and even members of the Earth Federal Forces form a resistance group known as the Anti-Earth Union Group, or AEUG. As the next war is brewing, a small AEUG group arrives at Side 7 to investigate the new Gundam Mk. II..."
Fushigi na Koala Blinky,TV,"['adventure', 'comedy', 'fantasy']",6.3793,No Theme Found,"One day, Sandy's father, Prof. Brown, sends her a stuffed koala doll from one of his trips. Sandy discovers that, after rubbing the koala's nose, he comes alive. His name is Blinky and he is from the magical ""down under"" Koalawalla Land. They are soon joined by his little sister, Pinky. Adventures ensue in both Sandy's world and Koalawalla land. Among the characters met are 2 men after the ""magical talking bear"", a lizard that bounces back and forth from the magical realm and the real realm, and kangaroo police officers."
Mahōtsukai Chappy,TV,['magic'],5.0321,['magical girl'],No summary found
Majokko Megu-chan,TV,['magic'],6.0861,['magical girl'],"Megu is sent to Earth in her early teens, she is adopted by Mammi Kanzaki, a former witch who gave up her royal ambitions to wed a mortal. Mammi bewitches her husband and their two children, Rabi and Apo, into believing that Megu has always been the eldest child of the family. Under Mammi’s tutelage, Megu learns to control both her abilities and impulses in order to prove her worthiness for the crown. This Rite-of-Passage subtext is continued throughout the series."
Mahōtsukai Sally,TV 1/1966,"['comedy', 'magic']",5.7956,['magical girl'],"Bored with life in the magical world Sally, who is heir to the realm, visits the human world where she makes friends, has adventures and learns skills beyond the magical arts."
Himitsu no Akko-chan,TV,['magic'],4.8847,['magical girl'],"Akko and her mother have been living together since their father became the captain of a luxurious cruiser. One day, Atsuko accidentally broke her favourite mirror. She made a grave for it. On the same night, the sky brightens and Akko recieves a gift, a compact mirror, from the mirror spirit for her kind-heartedness. Whenever she sings the magic words, the magical compact mirror will alow her to transform into anything she hopes to be."
"Maco, the Mermaid",TV,"['magic', 'romance']",5.5734,['magical girl'],"Mako is a young siren and daughter to the King of the Sea. In a stormy day she rescues the young sporto Akira from a wrecked ship, but ends up fallign in love with him. So, with help from the Witch of the Sea, she's transformed into a human, and becomes a highschool student who helps everyone with her strong sense of love and justice and her magical pendant, the ""Tear of the Mermaid""..."
Yume no Hoshi no Button Nose,TV,[],7.5547,No Theme Found,"Button Nose is a little girl who is home alone for a few days when a robot comes to gather strawberries. She is so excited by his spaceship she accidentally starts it, and goes on a voyage to his planet. When she lands she is brought before the king, who is a distant relative of hers and invites her to spend some time on the planet."
Yadamon,TV,"['adventure', 'comedy', 'fantasy']",7.324,No Theme Found,No summary found
Hana no Ko Lunlun,TV,"['drama', 'magic']",6.867,['magical girl'],"The King of the Flower Planet is dying, but his heir can't take up the throne until the legendary Seven Color Flower, symbol of the King's power, is found. The Angels Cateau and Noveau are sent to Earth to find the Flower Girl, a young female who descends from both humans and Flower Angels (who once inhabited Earth, long ago) - and they find Lunlun in France. They convince her to go in a long journey to find the Flower - she'll know the good and bad sides of humans and Flower Angels (incarnated in the ambitious Togenishia and her sidekick Boris), and will fall in love with Serge Flora, a man who holds a great secret."
Tongari Bōshi no Memoru,TV,['magic'],6.7252,No Theme Found,"At the border between Switzerland and France, there is a small island in the middle of a pond deep in the mountains. There lies Lilluru Village, home of Memoru and her friends. They are tiny gnome-like beings who were left stranded on Earth after their spaceship crashed. Granddaughter of their leader, Memoru is a vibrant Lillurutian who discovers that there is a house not far away from their village. There lives Marielle, a kind girl with poor health. Enchanted by the music played by Marielle with her piano, Memoru is devastated when she finds out that the young human is on the verge of death. Thanks to Memoru's tears, Marielle survives and quickly becomes a friend of the cute little being beside her. They have many adventures as Marielle learns more about the Lillutians and Memoru learns more about the human world."
Hoero! Bun Bun,TV,"['adventure', 'comedy']",6.0667,No Theme Found,No summary found
Mahou no Angel Sweet Mint,TV,"['drama', 'magic']",4.3456,['music'],"The World of Dreams and Magic reflect the hopes and dreams of people on Earth. Now that world is starting to die due to people losing faith in dreams and magic and allowing darkness to take over their hearts. Now 12 year old Mint The Princess of World of Dreams and Magic wanting to prove she can be a good ruler and save peoples hopes and dreams, goes to live with her Aunt who runs a gift shop on Earth called ""Happiness Shop""."
Kirby: Right Back At Ya!,TV,"['adventure', 'comedy', 'fantasy']",4.3493,"['aliens', 'monsters']","A diminuitive pink creature orbiting in space called ""Kirby"" crash lands into Dream Land. Once getting acquainted with the citizens who live there in Cappy Town, he begins to defend the town from the monsters that King Dedede, the self-proclaimed ruler of Cappy Town, orders from the evil Nightmare Enterprises."
Hoshi no Ko Chobin,TV,"['adventure', 'science fiction']",6.2646,No Theme Found,No summary found
Serendipity Monogatari: Pyua-tou no Nakama-tachi,TV,['fantasy'],6.6556,No Theme Found,"Kona is a boy with a friend: a pink dragon named Serendipity with a kind nature. Together, they want to stop an evil captain who tries steal gold from their peaceful island."
Mukamuka Paradise,TV,"['adventure', 'comedy']",6.8291,No Theme Found,"Uiba Shikatani, the daughter of a pet shop owner is heartbroken after some reptile eggs fail to hatch. In his attempts to cheer her up, her father brings home a large, striped egg, which he hopes will successfully hatch (unexpectedly into a green dinosaur whom they call 'Muka-Muka', which are the only words which the baby reptile can speak). Muka-Muka soon becomes the talk of the town and comes into the interest of the town's professor and his wacky inventions, including a time machine which successfully teleports the Shikatani's among other families and their homes to pre-historic times where they encounter several other dinosaurs and enchanted beings on their adventures."
Hey! Bumboo,TV,"['adventure', 'comedy', 'drama']",6.0898,No Theme Found,"Bombo is a talking car, innocent in many ways, Bombo searches for her mother throughout many adventures and dangers, battling villians and stopping thieves while discovering that she may not be the only talking car of her kind in the world."
Kerokko Demetan,TV,"['comedy', 'drama']",6.0372,No Theme Found,No summary found
Mobile Suit Gundam ZZ,TV,"['action', 'comedy', 'drama', 'science fiction']",6.6982,"['mecha', 'military', 'real robot']","The year is Universal Century 0088. Directly after the end of the Gryps War, Haman Karn and her army of Zeon remnants on the asteroid Axis begin their quest of reviving the lost empire of the Zabi's, and proclaim themselves as the Neo-Zeon. With the Earth Federation as hapless as ever, only the Anti-Earth Union Group (AEUG) is able oppose the plans of Neo-Zeon. In need of all the help it can get after being decimated in the previous war and losing many of its key members, the AEUG ship Argama enlists the aid of a young junk collector from the Side 1 colony of Shangri-La named Judau Ashta to pilot its newest mobile suit, the ZZ Gundam."
